Date,Crop,Unit,Price
2023-07-17,Mungbean,₹/quintal,7192.75
2023-07-17,Chickpea,₹/quintal,4761.05
2023-07-17,Banana,₹/kg,34.29
2023-07-17,Banana,₹/kg,16.24
2023-07-18,Banana,₹/kg,21.7
2023-07-18,Coconut,₹/100 pieces,2196.42
2023-07-18,Chickpea,₹/quintal,4586.11
2023-07-18,Pigeonpeas,₹/quintal,7084.83
2023-07-18,Cotton,₹/quintal,7404.77
2023-07-18,Mango,₹/kg,61.38
2023-07-18,Mango,₹/kg,173.15
2023-07-18,Coffee,₹/kg,168.91
2023-07-19,Blackgram,₹/quintal,7834.19
2023-07-19,Pigeonpeas,₹/quintal,6666.64
2023-07-19,Orange,₹/kg,61.38
2023-07-19,Muskmelon,₹/kg,24.35
2023-07-19,Lentil,₹/quintal,6512.66
2023-07-19,Banana,₹/kg,25.83
2023-07-19,Apple,₹/kg,171.91
2023-07-20,Cotton,₹/quintal,8832.14
2023-07-20,Coffee,₹/kg,238.76
2023-07-20,Blackgram,₹/quintal,7791.11
2023-07-20,Pomegranate,₹/kg,86.82
2023-07-21,Pigeonpeas,₹/quintal,6638.46
2023-07-22,Muskmelon,₹/kg,23.26
2023-07-22,Pigeonpeas,₹/quintal,8434.32
2023-07-22,Papaya,₹/kg,41.97
2023-07-22,Grapes,₹/kg,81.83
2023-07-22,Maize,₹/quintal,2124.17
2023-07-22,Mango,₹/kg,166.1
2023-07-23,Banana,₹/kg,16.33
2023-07-23,Pomegranate,₹/kg,113.23
2023-07-24,Apple,₹/kg,114.46
2023-07-24,Mango,₹/kg,107.41
2023-07-24,Pomegranate,₹/kg,110.6
2023-07-24,Watermelon,₹/kg,10.17
2023-07-25,Papaya,₹/kg,42.46
2023-07-25,Apple,₹/kg,125.15
2023-07-25,Orange,₹/kg,56.09
2023-07-25,Coffee,₹/kg,341.37
2023-07-25,Mothbeans,₹/quintal,5793.11
2023-07-26,Rice,₹/quintal,2215.84
2023-07-26,Watermelon,₹/kg,12.77
2023-07-26,Muskmelon,₹/kg,38.43
2023-07-26,Maize,₹/quintal,1836.93
2023-07-27,Lentil,₹/quintal,6087.3
2023-07-27,Chickpea,₹/quintal,4750.31
2023-07-27,Coffee,₹/kg,354.21
2023-07-27,Mungbean,₹/quintal,6655.63
2023-07-27,Orange,₹/kg,42.0
2023-07-28,Muskmelon,₹/kg,41.61
2023-07-28,Mango,₹/kg,123.88
2023-07-28,Blackgram,₹/quintal,6471.33
2023-07-28,Coconut,₹/100 pieces,2030.17
2023-07-28,Muskmelon,₹/kg,21.44
2023-07-28,Orange,₹/kg,52.18
2023-07-29,Cotton,₹/quintal,7822.73
2023-07-30,Watermelon,₹/kg,24.17
2023-07-30,Rice,₹/quintal,2556.93
2023-07-30,Muskmelon,₹/kg,35.0
2023-07-31,Cotton,₹/quintal,8423.22
2023-07-31,Coconut,₹/100 pieces,2047.21
2023-07-31,Apple,₹/kg,154.51
2023-07-31,Jute,₹/quintal,6153.04
2023-08-01,Cotton,₹/quintal,8328.79
2023-08-02,Coffee,₹/kg,360.29
2023-08-02,Orange,₹/kg,51.15
2023-08-02,Mungbean,₹/quintal,7493.96
2023-08-02,Rice,₹/quintal,2451.73
2023-08-02,Watermelon,₹/kg,13.99
2023-08-02,Orange,₹/kg,47.88
2023-08-03,Coconut,₹/100 pieces,2985.51
2023-08-03,Cotton,₹/quintal,6033.06
2023-08-04,Rice,₹/quintal,2449.88
2023-08-04,Apple,₹/kg,132.9
2023-08-05,Banana,₹/kg,23.5
2023-08-05,Lentil,₹/quintal,6459.82
2023-08-05,Mothbeans,₹/quintal,5750.34
2023-08-05,Cotton,₹/quintal,8426.55
2023-08-05,Chickpea,₹/quintal,4936.9
2023-08-05,Muskmelon,₹/kg,43.8
2023-08-05,Watermelon,₹/kg,10.93
2023-08-06,Blackgram,₹/quintal,6873.59
2023-08-06,Watermelon,₹/kg,21.64
2023-08-06,Coffee,₹/kg,288.21
2023-08-07,Watermelon,₹/kg,20.35
2023-08-07,Cotton,₹/quintal,6277.35
2023-08-07,Grapes,₹/kg,62.84
2023-08-07,Mungbean,₹/quintal,6841.39
2023-08-07,Pomegranate,₹/kg,67.94
2023-08-07,Apple,₹/kg,98.71
2023-08-07,Mothbeans,₹/quintal,5520.62
2023-08-07,Pigeonpeas,₹/quintal,6418.17
2023-08-08,Rice,₹/quintal,2350.89
2023-08-08,Chickpea,₹/quintal,5109.54
2023-08-08,Blackgram,₹/quintal,6876.12
2023-08-08,Papaya,₹/kg,47.92
2023-08-08,Coconut,₹/100 pieces,2244.12
2023-08-08,Kidneybeans,₹/quintal,7791.34
2023-08-08,Chickpea,₹/quintal,5002.93
2023-08-08,Coconut,₹/100 pieces,1649.5
2023-08-09,Watermelon,₹/kg,17.74
2023-08-09,Mothbeans,₹/quintal,6044.79
2023-08-09,Grapes,₹/kg,97.31
2023-08-09,Lentil,₹/quintal,5674.98
2023-08-09,Coffee,₹/kg,196.42
2023-08-09,Coconut,₹/100 pieces,2506.87
2023-08-09,Orange,₹/kg,42.36
2023-08-10,Blackgram,₹/quintal,7933.28
2023-08-10,Pomegranate,₹/kg,143.43
2023-08-10,Mango,₹/kg,177.78
2023-08-11,Orange,₹/kg,44.57
2023-08-11,Coconut,₹/100 pieces,1892.59
2023-08-12,Cotton,₹/quintal,8867.41
2023-08-12,Kidneybeans,₹/quintal,8232.31
2023-08-13,Lentil,₹/quintal,6212.06
2023-08-13,Orange,₹/kg,45.4
2023-08-13,Maize,₹/quintal,1891.98
2023-08-13,Apple,₹/kg,97.29
2023-08-13,Muskmelon,₹/kg,37.81
2023-08-14,Coconut,₹/100 pieces,2517.05
2023-08-14,Mango,₹/kg,88.92
2023-08-14,Pomegranate,₹/kg,85.78
2023-08-14,Chickpea,₹/quintal,4948.45
2023-08-14,Cotton,₹/quintal,7169.64
2023-08-15,Muskmelon,₹/kg,43.64
2023-08-15,Pigeonpeas,₹/quintal,8169.97
2023-08-15,Papaya,₹/kg,22.96
2023-08-17,Kidneybeans,₹/quintal,9225.34
2023-08-17,Banana,₹/kg,32.33
2023-08-17,Chickpea,₹/quintal,5358.75
2023-08-17,Blackgram,₹/quintal,7944.49
2023-08-18,Mango,₹/kg,108.54
2023-08-18,Blackgram,₹/quintal,7173.26
2023-08-18,Mothbeans,₹/quintal,6553.14
2023-08-18,Lentil,₹/quintal,6165.42
2023-08-18,Coffee,₹/kg,202.56
2023-08-19,Pigeonpeas,₹/quintal,6873.75
2023-08-19,Mango,₹/kg,45.61
2023-08-19,Pigeonpeas,₹/quintal,7663.39
2023-08-19,Pomegranate,₹/kg,95.41
2023-08-19,Papaya,₹/kg,46.03
2023-08-19,Rice,₹/quintal,2458.71
2023-08-19,Mango,₹/kg,174.47
2023-08-20,Apple,₹/kg,89.4
2023-08-20,Kidneybeans,₹/quintal,7480.26
2023-08-20,Mothbeans,₹/quintal,6258.72
2023-08-20,Pigeonpeas,₹/quintal,8270.82
2023-08-20,Mango,₹/kg,90.12
2023-08-20,Banana,₹/kg,16.21
2023-08-21,Mungbean,₹/quintal,7781.75
2023-08-21,Jute,₹/quintal,5371.72
2023-08-21,Kidneybeans,₹/quintal,8487.53
2023-08-21,Cotton,₹/quintal,6921.6
2023-08-21,Banana,₹/kg,37.41
2023-08-22,Apple,₹/kg,154.97
2023-08-22,Lentil,₹/quintal,6337.64
2023-08-22,Lentil,₹/quintal,5905.62
2023-08-22,Coconut,₹/100 pieces,2499.57
2023-08-23,Watermelon,₹/kg,18.89
2023-08-23,Mungbean,₹/quintal,7508.62
2023-08-23,Orange,₹/kg,37.81
2023-08-23,Jute,₹/quintal,4748.82
2023-08-23,Mothbeans,₹/quintal,7251.37
2023-08-23,Rice,₹/quintal,2340.73
2023-08-24,Mothbeans,₹/quintal,6078.0
2023-08-24,Lentil,₹/quintal,6291.71
2023-08-24,Mango,₹/kg,55.44
2023-08-24,Apple,₹/kg,167.45
2023-08-25,Papaya,₹/kg,37.87
2023-08-25,Muskmelon,₹/kg,23.95
2023-08-26,Pigeonpeas,₹/quintal,6177.28
2023-08-26,Rice,₹/quintal,2248.23
2023-08-26,Cotton,₹/quintal,6374.1
2023-08-26,Watermelon,₹/kg,13.39
2023-08-27,Cotton,₹/quintal,8489.23
2023-08-27,Apple,₹/kg,145.55
2023-08-28,Mango,₹/kg,144.94
2023-08-28,Mungbean,₹/quintal,6901.83
2023-08-29,Apple,₹/kg,123.7
2023-08-29,Orange,₹/kg,43.49
2023-08-30,Lentil,₹/quintal,5535.38
2023-08-30,Muskmelon,₹/kg,32.26
2023-08-30,Muskmelon,₹/kg,20.3
2023-08-30,Maize,₹/quintal,2197.6
2023-08-31,Watermelon,₹/kg,22.54
2023-08-31,Grapes,₹/kg,44.96
2023-08-31,Chickpea,₹/quintal,4828.4
2023-09-01,Muskmelon,₹/kg,38.42
2023-09-01,Kidneybeans,₹/quintal,7254.23
2023-09-02,Kidneybeans,₹/quintal,8856.43
2023-09-02,Rice,₹/quintal,2268.52
2023-09-02,Grapes,₹/kg,108.99
2023-09-04,Coffee,₹/kg,168.69
2023-09-04,Coconut,₹/100 pieces,1777.07
2023-09-04,Lentil,₹/quintal,6815.43
2023-09-05,Mungbean,₹/quintal,7921.23
2023-09-05,Mungbean,₹/quintal,7843.19
2023-09-05,Muskmelon,₹/kg,28.52
2023-09-05,Muskmelon,₹/kg,37.76
2023-09-06,Pigeonpeas,₹/quintal,8360.45
2023-09-06,Pigeonpeas,₹/quintal,6466.08
2023-09-07,Watermelon,₹/kg,13.68
2023-09-07,Pomegranate,₹/kg,136.64
2023-09-07,Mungbean,₹/quintal,7173.68
2023-09-07,Pigeonpeas,₹/quintal,7428.72
2023-09-07,Blackgram,₹/quintal,7527.33
2023-09-08,Coconut,₹/100 pieces,1821.06
2023-09-08,Blackgram,₹/quintal,7336.84
2023-09-08,Blackgram,₹/quintal,6123.66
2023-09-08,Coffee,₹/kg,160.58
2023-09-08,Mango,₹/kg,167.36
2023-09-08,Watermelon,₹/kg,15.12
2023-09-09,Apple,₹/kg,97.7
2023-09-09,Mungbean,₹/quintal,7617.43
2023-09-09,Pigeonpeas,₹/quintal,8382.87
2023-09-09,Papaya,₹/kg,33.36
2023-09-09,Banana,₹/kg,22.98
2023-09-09,Orange,₹/kg,40.33
2023-09-10,Banana,₹/kg,16.53
2023-09-10,Rice,₹/quintal,2199.23
2023-09-10,Coconut,₹/100 pieces,2448.26
2023-09-10,Muskmelon,₹/kg,27.57
2023-09-10,Jute,₹/quintal,6313.72
2023-09-10,Jute,₹/quintal,6221.79
2023-09-11,Mothbeans,₹/quintal,5714.35
2023-09-11,Pigeonpeas,₹/quintal,8202.36
2023-09-11,Jute,₹/quintal,5457.69
2023-09-11,Pigeonpeas,₹/quintal,7245.24
2023-09-11,Mothbeans,₹/quintal,5550.99
2023-09-11,Kidneybeans,₹/quintal,7705.23
2023-09-11,Kidneybeans,₹/quintal,9211.18
2023-09-12,Mungbean,₹/quintal,6923.35
2023-09-12,Mango,₹/kg,83.43
2023-09-12,Rice,₹/quintal,2291.08
2023-09-12,Rice,₹/quintal,2554.03
2023-09-12,Muskmelon,₹/kg,25.05
2023-09-12,Cotton,₹/quintal,8025.11
2023-09-12,Rice,₹/quintal,2578.05
2023-09-12,Muskmelon,₹/kg,22.4
2023-09-12,Orange,₹/kg,55.34
2023-09-12,Kidneybeans,₹/quintal,8047.68
2023-09-12,Coffee,₹/kg,187.59
2023-09-13,Coffee,₹/kg,389.0
2023-09-14,Pomegranate,₹/kg,76.68
2023-09-14,Lentil,₹/quintal,6661.19
2023-09-14,Kidneybeans,₹/quintal,7170.27
2023-09-14,Orange,₹/kg,65.84
2023-09-14,Banana,₹/kg,18.0
2023-09-14,Coconut,₹/100 pieces,1706.77
2023-09-14,Orange,₹/kg,41.93
2023-09-14,Grapes,₹/kg,95.88
2023-09-14,Cotton,₹/quintal,6160.31
2023-09-15,Mungbean,₹/quintal,6912.01
2023-09-15,Jute,₹/quintal,5332.66
2023-09-15,Mango,₹/kg,73.85
2023-09-16,Jute,₹/quintal,4641.04
2023-09-16,Mango,₹/kg,157.69
2023-09-17,Mango,₹/kg,95.75
2023-09-17,Mungbean,₹/quintal,6676.33
2023-09-17,Maize,₹/quintal,1955.48
2023-09-17,Mango,₹/kg,103.46
2023-09-17,Cotton,₹/quintal,8578.59
2023-09-17,Blackgram,₹/quintal,7478.56
2023-09-18,Pomegranate,₹/kg,140.18
2023-09-18,Pomegranate,₹/kg,145.93
2023-09-18,Grapes,₹/kg,109.27
2023-09-18,Apple,₹/kg,90.78
2023-09-19,Coconut,₹/100 pieces,2890.87
2023-09-19,Mango,₹/kg,100.27
2023-09-19,Mungbean,₹/quintal,7701.4
2023-09-19,Cotton,₹/quintal,8718.66
2023-09-19,Coconut,₹/100 pieces,2536.46
2023-09-19,Blackgram,₹/quintal,6272.49
2023-09-20,Papaya,₹/kg,35.94
2023-09-20,Banana,₹/kg,31.15
2023-09-20,Banana,₹/kg,36.36
2023-09-21,Muskmelon,₹/kg,40.56
2023-09-21,Kidneybeans,₹/quintal,8480.67
2023-09-22,Blackgram,₹/quintal,6175.15
2023-09-22,Pomegranate,₹/kg,66.9
2023-09-22,Apple,₹/kg,163.98
2023-09-22,Orange,₹/kg,66.63
2023-09-22,Mungbean,₹/quintal,7406.19
2023-09-22,Blackgram,₹/quintal,7552.51
2023-09-22,Cotton,₹/quintal,6601.41
2023-09-22,Pigeonpeas,₹/quintal,8217.78
2023-09-23,Coffee,₹/kg,394.87
2023-09-23,Mungbean,₹/quintal,6918.7
2023-09-23,Kidneybeans,₹/quintal,7202.5
2023-09-24,Cotton,₹/quintal,7406.95
2023-09-24,Cotton,₹/quintal,8936.36
2023-09-24,Mothbeans,₹/quintal,6772.87
2023-09-24,Grapes,₹/kg,92.45
2023-09-24,Rice,₹/quintal,2199.08
2023-09-25,Apple,₹/kg,171.22
2023-09-25,Mango,₹/kg,119.0
2023-09-25,Rice,₹/quintal,2129.75
2023-09-25,Jute,₹/quintal,6148.57
2023-09-26,Orange,₹/kg,50.62
2023-09-26,Pigeonpeas,₹/quintal,8462.65
2023-09-26,Grapes,₹/kg,66.57
2023-09-26,Rice,₹/quintal,2321.63
2023-09-26,Grapes,₹/kg,61.61
2023-09-26,Jute,₹/quintal,4680.94
2023-09-27,Pigeonpeas,₹/quintal,6439.51
2023-09-27,Maize,₹/quintal,2246.66
2023-09-27,Jute,₹/quintal,4538.53
2023-09-27,Kidneybeans,₹/quintal,9456.73
2023-09-27,Cotton,₹/quintal,6694.22
2023-09-27,Kidneybeans,₹/quintal,7357.75
2023-09-28,Jute,₹/quintal,4886.45
2023-09-28,Coconut,₹/100 pieces,2406.51
2023-09-29,Coconut,₹/100 pieces,2608.9
2023-09-29,Maize,₹/quintal,2163.85
2023-09-29,Maize,₹/quintal,2066.1
2023-09-29,Maize,₹/quintal,1838.79
2023-09-29,Coffee,₹/kg,238.48
2023-09-29,Blackgram,₹/quintal,7926.8
2023-09-30,Rice,₹/quintal,2727.07
2023-09-30,Pigeonpeas,₹/quintal,7683.12
2023-09-30,Papaya,₹/kg,31.42
2023-09-30,Mothbeans,₹/quintal,6887.86
2023-09-30,Mango,₹/kg,109.23
2023-09-30,Pomegranate,₹/kg,143.39
2023-09-30,Lentil,₹/quintal,6447.41
2023-09-30,Banana,₹/kg,34.86
2023-10-01,Lentil,₹/quintal,6131.98
2023-10-01,Watermelon,₹/kg,24.89
2023-10-01,Grapes,₹/kg,45.9
2023-10-01,Banana,₹/kg,17.96
2023-10-01,Pigeonpeas,₹/quintal,6436.75
2023-10-01,Pomegranate,₹/kg,70.78
2023-10-01,Banana,₹/kg,24.31
2023-10-02,Kidneybeans,₹/quintal,8217.38
2023-10-02,Muskmelon,₹/kg,38.58
2023-10-02,Pomegranate,₹/kg,81.28
2023-10-02,Muskmelon,₹/kg,27.74
2023-10-02,Papaya,₹/kg,43.01
2023-10-02,Kidneybeans,₹/quintal,7563.06
2023-10-02,Maize,₹/quintal,2273.33
2023-10-02,Mothbeans,₹/quintal,5856.07
2023-10-03,Coffee,₹/kg,245.26
2023-10-03,Mungbean,₹/quintal,7455.73
2023-10-03,Grapes,₹/kg,111.63
2023-10-03,Blackgram,₹/quintal,7993.58
2023-10-04,Banana,₹/kg,37.44
2023-10-04,Orange,₹/kg,53.46
2023-10-04,Chickpea,₹/quintal,5120.88
2023-10-04,Banana,₹/kg,24.15
2023-10-04,Papaya,₹/kg,31.7
2023-10-06,Apple,₹/kg,87.44
2023-10-06,Grapes,₹/kg,105.47
2023-10-06,Mango,₹/kg,171.81
2023-10-06,Mothbeans,₹/quintal,6933.45
2023-10-06,Mango,₹/kg,56.15
2023-10-06,Mango,₹/kg,72.51
2023-10-07,Muskmelon,₹/kg,35.09
2023-10-07,Pigeonpeas,₹/quintal,7850.72
2023-10-07,Maize,₹/quintal,1848.17
2023-10-07,Chickpea,₹/quintal,5049.54
2023-10-07,Chickpea,₹/quintal,4731.85
2023-10-07,Blackgram,₹/quintal,6119.88
2023-10-07,Banana,₹/kg,18.95
2023-10-08,Grapes,₹/kg,44.52
2023-10-09,Mothbeans,₹/quintal,6393.23
2023-10-09,Coconut,₹/100 pieces,1659.25
2023-10-10,Orange,₹/kg,49.48
2023-10-10,Watermelon,₹/kg,18.01
2023-10-11,Banana,₹/kg,22.74
2023-10-11,Pigeonpeas,₹/quintal,7071.45
2023-10-11,Kidneybeans,₹/quintal,7984.87
2023-10-11,Pomegranate,₹/kg,85.05
2023-10-11,Muskmelon,₹/kg,29.82
2023-10-11,Banana,₹/kg,22.01
2023-10-12,Watermelon,₹/kg,22.56
2023-10-12,Coconut,₹/100 pieces,2468.0
2023-10-12,Rice,₹/quintal,2475.54
2023-10-12,Rice,₹/quintal,2709.98
2023-10-13,Cotton,₹/quintal,6395.37
2023-10-13,Lentil,₹/quintal,6953.83
2023-10-13,Rice,₹/quintal,2180.75
2023-10-13,Cotton,₹/quintal,8607.55
2023-10-13,Coconut,₹/100 pieces,2230.79
2023-10-13,Jute,₹/quintal,4679.33
2023-10-14,Pigeonpeas,₹/quintal,6997.85
2023-10-14,Kidneybeans,₹/quintal,7007.84
2023-10-14,Lentil,₹/quintal,6126.75
2023-10-15,Lentil,₹/quintal,5519.95
2023-10-15,Cotton,₹/quintal,7315.77
2023-10-15,Orange,₹/kg,47.36
2023-10-15,Papaya,₹/kg,44.58
2023-10-15,Muskmelon,₹/kg,35.87
2023-10-15,Rice,₹/quintal,2078.0
2023-10-15,Mango,₹/kg,95.19
2023-10-15,Muskmelon,₹/kg,41.66
2023-10-16,Orange,₹/kg,58.96
2023-10-16,Mothbeans,₹/quintal,7108.0
2023-10-16,Chickpea,₹/quintal,5081.8
2023-10-16,Grapes,₹/kg,66.4
2023-10-16,Rice,₹/quintal,2559.77
2023-10-16,Banana,₹/kg,37.35
2023-10-16,Pigeonpeas,₹/quintal,7792.85
2023-10-16,Mungbean,₹/quintal,7033.53
2023-10-17,Banana,₹/kg,25.08
2023-10-17,Coffee,₹/kg,268.0
2023-10-18,Pigeonpeas,₹/quintal,7031.23
2023-10-18,Apple,₹/kg,176.9
2023-10-19,Mungbean,₹/quintal,7665.71
2023-10-19,Orange,₹/kg,41.14
2023-10-19,Cotton,₹/quintal,6293.61
2023-10-19,Pomegranate,₹/kg,105.93
2023-10-19,Apple,₹/kg,171.64
2023-10-20,Muskmelon,₹/kg,21.43
2023-10-20,Banana,₹/kg,18.99
2023-10-20,Apple,₹/kg,110.17
2023-10-20,Grapes,₹/kg,70.58
2023-10-20,Pomegranate,₹/kg,123.66
2023-10-20,Pigeonpeas,₹/quintal,8450.34
2023-10-21,Rice,₹/quintal,2788.04
2023-10-21,Banana,₹/kg,36.76
2023-10-21,Cotton,₹/quintal,8788.92
2023-10-21,Maize,₹/quintal,2043.6
2023-10-22,Kidneybeans,₹/quintal,8994.76
2023-10-22,Papaya,₹/kg,40.8
2023-10-23,Coffee,₹/kg,316.5
2023-10-23,Pomegranate,₹/kg,147.23
2023-10-24,Pomegranate,₹/kg,108.65
2023-10-24,Mango,₹/kg,154.6
2023-10-24,Apple,₹/kg,98.17
2023-10-24,Cotton,₹/quintal,7974.39
2023-10-25,Chickpea,₹/quintal,4742.36
2023-10-25,Banana,₹/kg,23.01
2023-10-25,Maize,₹/quintal,2210.45
2023-10-26,Blackgram,₹/quintal,7029.62
2023-10-26,Coffee,₹/kg,311.63
2023-10-26,Cotton,₹/quintal,7755.23
2023-10-26,Grapes,₹/kg,45.29
2023-10-26,Watermelon,₹/kg,21.23
2023-10-27,Pigeonpeas,₹/quintal,6893.9
2023-10-27,Apple,₹/kg,140.17
2023-10-27,Pomegranate,₹/kg,109.1
2023-10-28,Pomegranate,₹/kg,125.29
2023-10-28,Pomegranate,₹/kg,146.88
2023-10-28,Coffee,₹/kg,285.92
2023-10-28,Lentil,₹/quintal,6746.98
2023-10-28,Watermelon,₹/kg,14.51
2023-10-28,Mungbean,₹/quintal,7440.14
2023-10-29,Apple,₹/kg,90.64
2023-10-29,Chickpea,₹/quintal,4708.54
2023-10-30,Orange,₹/kg,33.97
2023-10-30,Lentil,₹/quintal,6728.9
2023-10-30,Banana,₹/kg,26.91
2023-10-30,Chickpea,₹/quintal,4633.51
2023-10-31,Chickpea,₹/quintal,5289.28
2023-10-31,Jute,₹/quintal,5151.16
2023-10-31,Chickpea,₹/quintal,5291.87
2023-10-31,Mothbeans,₹/quintal,6673.87
2023-11-01,Jute,₹/quintal,5887.32
2023-11-01,Rice,₹/quintal,2714.52
2023-11-01,Pigeonpeas,₹/quintal,6045.42
2023-11-01,Coffee,₹/kg,385.13
2023-11-01,Maize,₹/quintal,2167.42
2023-11-01,Lentil,₹/quintal,6682.97
2023-11-01,Jute,₹/quintal,5499.48
2023-11-01,Pigeonpeas,₹/quintal,7804.83
2023-11-02,Rice,₹/quintal,2465.82
2023-11-02,Watermelon,₹/kg,17.68
2023-11-02,Blackgram,₹/quintal,7126.93
2023-11-02,Pigeonpeas,₹/quintal,7310.93
2023-11-03,Mango,₹/kg,164.15
2023-11-03,Apple,₹/kg,157.68
2023-11-03,Orange,₹/kg,50.46
2023-11-03,Mungbean,₹/quintal,6778.64
2023-11-03,Kidneybeans,₹/quintal,7969.5
2023-11-03,Lentil,₹/quintal,6263.27
2023-11-04,Jute,₹/quintal,4960.57
2023-11-04,Apple,₹/kg,107.93
2023-11-04,Lentil,₹/quintal,5970.1
2023-11-04,Apple,₹/kg,98.05
2023-11-04,Maize,₹/quintal,1975.81
2023-11-04,Apple,₹/kg,119.5
2023-11-04,Apple,₹/kg,104.14
2023-11-04,Mungbean,₹/quintal,6712.44
2023-11-04,Mango,₹/kg,177.01
2023-11-05,Coconut,₹/100 pieces,2513.17
2023-11-05,Mothbeans,₹/quintal,6867.49
2023-11-06,Rice,₹/quintal,2571.4
2023-11-06,Orange,₹/kg,50.43
2023-11-06,Cotton,₹/quintal,8918.6
2023-11-06,Papaya,₹/kg,45.44
2023-11-07,Cotton,₹/quintal,7889.14
2023-11-07,Lentil,₹/quintal,5571.5
2023-11-07,Pomegranate,₹/kg,103.78
2023-11-07,Lentil,₹/quintal,6691.96
2023-11-08,Blackgram,₹/quintal,7479.84
2023-11-08,Kidneybeans,₹/quintal,9088.86
2023-11-08,Grapes,₹/kg,105.79
2023-11-08,Pigeonpeas,₹/quintal,6294.67
2023-11-09,Watermelon,₹/kg,14.65
2023-11-09,Kidneybeans,₹/quintal,7178.36
2023-11-09,Apple,₹/kg,160.58
2023-11-09,Mothbeans,₹/quintal,6099.62
2023-11-09,Mango,₹/kg,164.56
2023-11-09,Pigeonpeas,₹/quintal,8359.02
2023-11-09,Pigeonpeas,₹/quintal,6461.42
2023-11-10,Mungbean,₹/quintal,6936.79
2023-11-10,Banana,₹/kg,26.22
2023-11-10,Kidneybeans,₹/quintal,8285.32
2023-11-10,Jute,₹/quintal,4937.71
2023-11-10,Muskmelon,₹/kg,42.26
2023-11-10,Grapes,₹/kg,81.54
2023-11-11,Mothbeans,₹/quintal,7203.6
2023-11-11,Chickpea,₹/quintal,4711.36
2023-11-11,Mungbean,₹/quintal,6664.19
2023-11-12,Kidneybeans,₹/quintal,7196.18
2023-11-12,Watermelon,₹/kg,19.59
2023-11-12,Grapes,₹/kg,108.55
2023-11-12,Papaya,₹/kg,33.0
2023-11-13,Banana,₹/kg,26.57
2023-11-13,Cotton,₹/quintal,6665.32
2023-11-13,Coffee,₹/kg,224.4
2023-11-14,Watermelon,₹/kg,23.81
2023-11-14,Blackgram,₹/quintal,7554.95
2023-11-14,Cotton,₹/quintal,8148.69
2023-11-15,Jute,₹/quintal,4651.44
2023-11-15,Mango,₹/kg,42.2
2023-11-15,Maize,₹/quintal,1872.66
2023-11-15,Maize,₹/quintal,2027.18
2023-11-15,Orange,₹/kg,31.25
2023-11-15,Watermelon,₹/kg,24.86
2023-11-16,Muskmelon,₹/kg,29.04
2023-11-16,Kidneybeans,₹/quintal,8108.34
2023-11-16,Orange,₹/kg,57.28
2023-11-16,Pigeonpeas,₹/quintal,8495.38
2023-11-17,Rice,₹/quintal,2761.58
2023-11-17,Cotton,₹/quintal,8699.45
2023-11-17,Kidneybeans,₹/quintal,8329.62
2023-11-17,Maize,₹/quintal,2023.73
2023-11-17,Lentil,₹/quintal,6117.72
2023-11-18,Kidneybeans,₹/quintal,9298.26
2023-11-18,Pigeonpeas,₹/quintal,7247.64
2023-11-18,Muskmelon,₹/kg,35.84
2023-11-18,Grapes,₹/kg,46.91
2023-11-18,Papaya,₹/kg,26.43
2023-11-18,Jute,₹/quintal,5549.22
2023-11-18,Grapes,₹/kg,57.03
2023-11-19,Coconut,₹/100 pieces,1548.34
2023-11-19,Apple,₹/kg,173.37
2023-11-19,Cotton,₹/quintal,7894.02
2023-11-19,Pomegranate,₹/kg,116.85
2023-11-19,Mango,₹/kg,79.97
2023-11-19,Mango,₹/kg,68.22
2023-11-20,Pomegranate,₹/kg,131.64
2023-11-20,Coconut,₹/100 pieces,2608.95
2023-11-20,Papaya,₹/kg,30.51
2023-11-20,Banana,₹/kg,17.96
2023-11-20,Cotton,₹/quintal,8361.74
2023-11-20,Pigeonpeas,₹/quintal,7288.4
2023-11-20,Apple,₹/kg,115.38
2023-11-21,Mothbeans,₹/quintal,6863.5
2023-11-21,Pomegranate,₹/kg,107.84
2023-11-21,Mango,₹/kg,58.69
2023-11-21,Apple,₹/kg,178.11
2023-11-21,Muskmelon,₹/kg,43.97
2023-11-21,Coconut,₹/100 pieces,2123.21
2023-11-22,Watermelon,₹/kg,12.25
2023-11-22,Jute,₹/quintal,5832.21
2023-11-22,Coffee,₹/kg,293.82
2023-11-22,Pomegranate,₹/kg,148.55
2023-11-22,Mango,₹/kg,132.05
2023-11-23,Blackgram,₹/quintal,7701.44
2023-11-23,Lentil,₹/quintal,6901.88
2023-11-23,Pigeonpeas,₹/quintal,7122.11
2023-11-24,Coconut,₹/100 pieces,1656.21
2023-11-24,Chickpea,₹/quintal,5098.82
2023-11-24,Pigeonpeas,₹/quintal,6908.49
2023-11-24,Banana,₹/kg,26.81
2023-11-24,Coffee,₹/kg,309.1
2023-11-24,Coffee,₹/kg,181.89
2023-11-24,Pigeonpeas,₹/quintal,7420.04
2023-11-24,Blackgram,₹/quintal,6136.06
2023-11-25,Papaya,₹/kg,24.91
2023-11-25,Orange,₹/kg,67.43
2023-11-25,Jute,₹/quintal,5218.03
2023-11-25,Lentil,₹/quintal,6263.13
2023-11-26,Coffee,₹/kg,290.07
2023-11-26,Blackgram,₹/quintal,6138.01
2023-11-26,Orange,₹/kg,39.49
2023-11-26,Jute,₹/quintal,4608.49
